genes	ensembl_id	logFoldChange	pvalue	pvalue_adj	direction
CDCA5	ENSG00000146670	1.77331589044926	1.32177519140229e-16	3.2536004711441e-16	UP
IGFBP3	ENSG00000146674	1.82850972990896	2.68276653269747e-10	3.52078724728581e-10	UP
CCT6A	ENSG00000146731	1.14475588183739	3.0685519803431e-13	5.01414451256064e-13	UP
NCAPG2	ENSG00000146918	1.29083524050167	1.45455307175261e-15	3.11689943946987e-15	UP
DENND2A	ENSG00000146966	-1.13531531665467	3.44648251839609e-15	7.06970773004327e-15	DOWN
TMEM47	ENSG00000147027	-1.16943863449098	8.20341128310222e-12	1.188720729325e-11	DOWN
GPC3	ENSG00000147257	-2.37018518230332	2.07520574991936e-17	5.87668884932916e-17	DOWN
DOK2	ENSG00000147443	-1.73771142620535	1.39510611269589e-19	5.99240209480115e-19	DOWN
TACC1	ENSG00000147526	-1.52936149673528	1.30966229299322e-19	5.67618871906767e-19	DOWN
RSPO2	ENSG00000147655	-1.12182671554731	2.52719588371086e-16	5.99039024287019e-16	DOWN
FAM83A	ENSG00000147689	3.62790708309607	2.35805062500743e-22	1.96845965218011e-21	UP
CDKN2B	ENSG00000147883	-1.0910156364781	1.07762822675357e-09	1.33659314946179e-09	DOWN
CDKN2A	ENSG00000147889	1.54212120252609	1.37629997795521e-11	1.9705413554616e-11	UP
SHC3	ENSG00000148082	-1.13089819774528	1.16759331199881e-14	2.23284776796585e-14	DOWN
SNX30	ENSG00000148158	-1.05513221910937	1.92530153922077e-12	2.90611553089928e-12	DOWN
STOM	ENSG00000148175	-1.12705960477379	7.73306617454928e-17	1.96395331417125e-16	DOWN
SLC25A25	ENSG00000148339	-1.10136470945943	4.41050978257669e-13	7.07450190688994e-13	DOWN
PTGES	ENSG00000148344	2.2508180927999	2.66711763338189e-16	6.29098999520053e-16	UP
LCN2	ENSG00000148346	1.60933429506394	1.49293487833741e-05	1.5110358283647e-05	UP
ST8SIA6	ENSG00000148488	-1.65257980319912	8.33242330375516e-26	1.61598512557676e-24	DOWN
ANKRD1	ENSG00000148677	-3.59690059053456	4.16209217067287e-21	2.47406098070957e-20	DOWN
MKI67	ENSG00000148773	2.00154108714305	5.07309079808627e-17	1.34907677733042e-16	UP
ITPRIP	ENSG00000148841	-1.14243170674833	2.9681462644989e-16	6.95829160908166e-16	DOWN
ADAM12	ENSG00000148848	1.60754452547746	6.14782467207935e-15	1.2131370370393e-14	UP
SCGB1A1	ENSG00000149021	-4.97469000887153	5.44267070963005e-15	1.08401740274789e-14	DOWN
SERPING1	ENSG00000149131	-1.36028556332852	3.02630438283463e-12	4.51126119180317e-12	DOWN
SERPINH1	ENSG00000149257	1.16463001179635	6.77206074958946e-15	1.32677108563385e-14	UP
PAK1	ENSG00000149269	1.20207324179602	1.2996418587551e-25	2.33206763440167e-24	UP
P4HA3	ENSG00000149380	1.02679257514888	3.86777746443076e-16	8.904235889337e-16	UP
ST14	ENSG00000149418	1.40853079600498	1.41944253477702e-21	9.63014016527165e-21	UP
HYOU1	ENSG00000149428	1.16467601749101	2.38392204845527e-18	7.8780212272532e-18	UP
GGTLC1	ENSG00000149435	-2.57176271934804	5.56464612632337e-16	1.25433264677299e-15	DOWN
MS4A2	ENSG00000149534	-1.19667815553957	3.63122697677309e-17	9.88929900057351e-17	DOWN
CHEK1	ENSG00000149554	1.19517558699667	1.52669085587016e-15	3.25694049252301e-15	UP
FEZ1	ENSG00000149557	-1.24206078425194	3.59121460165787e-22	2.83750289513708e-21	DOWN
ESAM	ENSG00000149564	-1.9252513687479	3.11442767991291e-21	1.91044765029801e-20	DOWN
ALDOA	ENSG00000149925	1.14692606005394	6.17169469892503e-16	1.37626641369757e-15	UP
CLEC1A	ENSG00000150048	-1.33855174208765	1.24761580585093e-25	2.25983240305075e-24	DOWN
LYPD1	ENSG00000150551	1.24155348892124	1.12686988836073e-12	1.73364598209343e-12	UP
GPM6A	ENSG00000150625	-2.70037160215549	8.62952678623848e-30	5.71334187226824e-28	DOWN
CCT5	ENSG00000150753	1.22965746969509	1.22290621214659e-19	5.39765500533669e-19	UP
CRIM1	ENSG00000150938	-1.12922124181691	2.15942798928133e-13	3.58969847568844e-13	DOWN
RILPL2	ENSG00000150977	-1.06380887963591	5.59958763550766e-23	5.57057422806979e-22	DOWN
SLC7A11	ENSG00000151012	1.38417899230587	5.71108804843481e-10	7.27623692965816e-10	UP
ADAMTS12	ENSG00000151388	1.30531209048622	3.00859152179713e-13	4.92035410719804e-13	UP
AKR1C2	ENSG00000151632	1.03077311959701	0.00792780590737235	0.00792780590737235	UP
ADAM8	ENSG00000151651	1.84811210043467	2.65850009980372e-17	7.34812979686815e-17	UP
FLI1	ENSG00000151702	-1.18133671092292	5.55580842712369e-17	1.46125372329828e-16	DOWN
TMEM45B	ENSG00000151715	1.05259984707497	1.80442549555692e-09	2.20528131856733e-09	UP
WWC2	ENSG00000151718	-1.90456895467907	2.04766105583819e-27	6.14298316751457e-26	DOWN
CENPU	ENSG00000151725	1.55815850410732	2.8001057551062e-18	9.09679027039577e-18	UP
KCNE4	ENSG00000152049	1.00396000704673	3.24248910844699e-08	3.65780204948191e-08	UP
HSPB8	ENSG00000152137	-1.95853296427076	1.16306901440837e-21	8.14997265570832e-21	DOWN
TMEM178A	ENSG00000152154	-1.11449255531596	1.14537912258736e-16	2.84861128933644e-16	DOWN
SPC25	ENSG00000152253	1.20868520636311	4.64375989355966e-15	9.36556617188504e-15	UP
SPOCK1	ENSG00000152377	1.25263035217939	5.91035348024074e-10	7.51515144507432e-10	UP
GUCY1A2	ENSG00000152402	-1.05249295914097	1.36444309105345e-16	3.34576083629964e-16	DOWN
PLEKHH2	ENSG00000152527	-1.20226055141746	4.36729904127473e-15	8.8358421066886e-15	DOWN
IGSF10	ENSG00000152580	-1.6400421395622	6.8338409741355e-22	5.10543761491835e-21	DOWN
SPARCL1	ENSG00000152583	-1.71243074511955	1.2853353093498e-20	6.79846775193282e-20	DOWN
CAPSL	ENSG00000152611	-1.50968323424427	1.1770187509416e-08	1.36548398900778e-08	DOWN
GPD1L	ENSG00000152642	-1.01540955208779	3.24780197279962e-13	5.27561741774558e-13	DOWN
ANKRD22	ENSG00000152766	2.17444412495431	3.35081071602822e-19	1.34032428641129e-18	UP
UTRN	ENSG00000152818	-1.12420357210632	8.29222416235991e-14	1.43303963921971e-13	DOWN
PLOD2	ENSG00000152952	1.45778933818911	1.22784475316166e-09	1.51605268557581e-09	UP
LGI2	ENSG00000153012	1.04331073350283	5.62804544394334e-15	1.11515451520859e-14	UP
CENPH	ENSG00000153044	1.03415560388518	4.54223749086768e-14	8.09007048466229e-14	UP
ACOXL	ENSG00000153093	-1.30606174030159	1.62988057751434e-19	6.93873771358653e-19	DOWN
BMP6	ENSG00000153162	-1.07205374497173	8.30839431904999e-07	8.68851693495423e-07	DOWN
ADGRF1	ENSG00000153292	1.23041698793942	3.91809202009302e-07	4.15850562663273e-07	UP
ADGRF4	ENSG00000153294	1.17254264362163	7.23885239834139e-13	1.13180754110875e-12	UP
C16orf89	ENSG00000153446	-1.80984096264425	4.42032565196195e-07	4.6812053236442e-07	DOWN
FAM92B	ENSG00000153789	-1.35027088011486	4.79433695841824e-08	5.34560218360222e-08	DOWN
PID1	ENSG00000153823	-1.64683487316189	9.59748382418006e-20	4.3256265123065e-19	DOWN
CABYR	ENSG00000154040	1.34918331252153	1.69235162359373e-11	2.41405283603266e-11	UP
ANKRD29	ENSG00000154065	-2.17795757240697	1.97550675371307e-22	1.70854638158968e-21	DOWN
THY1	ENSG00000154096	1.63813094311625	1.10850326547947e-11	1.6014494128823e-11	UP
ROBO4	ENSG00000154133	-2.19883873976206	2.44328600419926e-24	3.04617475848219e-23	DOWN
NRGN	ENSG00000154146	-2.11092625797306	8.73585678621687e-15	1.69251715736997e-14	DOWN
ABI3BP	ENSG00000154175	-2.0595530161878	8.40394629526954e-25	1.21320126969305e-23	DOWN
ANGPT1	ENSG00000154188	-1.65252981511825	3.39260188855871e-23	3.57900858573227e-22	DOWN
UCHL1	ENSG00000154277	1.73811243971283	6.91745897224061e-09	8.13818702616542e-09	UP
FAM167A	ENSG00000154319	-1.59431808819644	5.9907163181661e-14	1.04946855208749e-13	DOWN
PGM5	ENSG00000154330	-1.36171945271633	7.14439838513599e-22	5.31676158893841e-21	DOWN
WNT3A	ENSG00000154342	-2.23208622019698	1.1810958157415e-30	1.33394350954334e-28	DOWN
JAM2	ENSG00000154721	-1.86197826530345	4.59585583653721e-30	3.39386277159671e-28	DOWN
ADAMTS1	ENSG00000154734	-1.71257062786961	1.84992513328802e-15	3.90743262476676e-15	DOWN
SLFN13	ENSG00000154760	1.02176238343264	6.40174470407199e-11	8.76076253158819e-11	UP
WNT7A	ENSG00000154764	-1.36876117986862	3.00547803875034e-18	9.70593901139367e-18	DOWN
FGD5	ENSG00000154783	-1.64257522225687	1.4982918582914e-23	1.71233355233303e-22	DOWN
SKA1	ENSG00000154839	1.21058491523276	6.40640532273091e-14	1.12126692977606e-13	UP
DKK2	ENSG00000155011	-1.29767317123998	1.44802391423779e-17	4.1744833563612e-17	DOWN
PROM2	ENSG00000155066	2.05008919462668	2.34065821120646e-19	9.60802161386419e-19	UP
GOLGA7B	ENSG00000155265	1.13831838707415	1.8891388712223e-12	2.85377390460017e-12	UP
SLC7A7	ENSG00000155465	-1.26795388878521	3.93281944982496e-15	8.00743726793628e-15	DOWN
GRIA1	ENSG00000155511	-1.61570850313977	2.5265680512014e-29	1.42676784067844e-27	DOWN
XAGE2	ENSG00000155622	-1.53973567332656	2.00075623667237e-10	2.64380727764002e-10	DOWN
VSIG4	ENSG00000155659	-2.30359239231193	1.06468936904215e-17	3.14009767828098e-17	DOWN
PDIA4	ENSG00000155660	1.77611968466874	1.61994435380313e-24	2.11584568660001e-23	UP
DEPTOR	ENSG00000155792	1.2001541034014	1.49786516945264e-14	2.83340012349661e-14	UP
WIF1	ENSG00000156076	-3.82464727299484	1.24072467322015e-19	5.451238838862e-19	DOWN
ADAMTSL3	ENSG00000156218	-1.23738271823489	1.02479366921629e-22	9.50533258403515e-22	DOWN
CXCL13	ENSG00000156234	2.64099851522498	9.10809143279814e-13	1.41370538003011e-12	UP
TSPAN7	ENSG00000156298	-2.2582196761849	2.00673463802394e-18	6.74481284434426e-18	DOWN
HKDC1	ENSG00000156510	1.02569688767128	8.37718262040749e-09	9.78952564283772e-09	UP
RAB11FIP1	ENSG00000156675	-1.27311355357921	2.32103562225334e-14	4.31402555152606e-14	DOWN
ATAD2	ENSG00000156802	1.30215546976398	2.84661475506576e-13	4.67536384065548e-13	UP
FBXO32	ENSG00000156804	1.65736493140984	6.67139542750716e-15	1.30838398578281e-14	UP
BUB1B	ENSG00000156970	1.66637789382509	4.39029794810726e-18	1.37734837587679e-17	UP
STEAP2	ENSG00000157214	1.21997700331708	2.61498611662119e-11	3.68361947462413e-11	UP
CLDN12	ENSG00000157224	1.10443824573767	6.63463691186536e-17	1.71446875784408e-16	UP
MMP14	ENSG00000157227	1.23154010398235	7.97193126673674e-11	1.07789493184046e-10	UP
ARSE	ENSG00000157399	1.02548788531679	1.2471694276018e-06	1.29576044426161e-06	UP
CCNB2	ENSG00000157456	1.94728079799257	1.54701790568626e-19	6.60060973092804e-19	UP
AFAP1L1	ENSG00000157510	-1.1403179196857	4.95867831812693e-14	8.7748040283905e-14	DOWN
KCNJ15	ENSG00000157551	-1.55692414399676	1.30817732585937e-13	2.21881666576854e-13	DOWN
ERG	ENSG00000157554	-1.46002917181558	2.3020756024951e-23	2.51135520272192e-22	DOWN
TSPAN18	ENSG00000157570	-1.36242473356874	4.90912458020023e-16	1.11281218346924e-15	DOWN
SNX22	ENSG00000157734	-1.17786530941721	1.7008817152583e-20	8.82619700890792e-20	DOWN
SLC34A2	ENSG00000157765	-1.2722497585629	4.99286373092528e-06	5.08826877036972e-06	DOWN
PSMG3	ENSG00000157778	1.20220685801398	8.68221185424803e-17	2.18191711520369e-16	UP
DRC1	ENSG00000157856	-1.05739819944611	1.54196229001731e-06	1.59771591842053e-06	DOWN
RADIL	ENSG00000157927	-1.0473443339372	7.01263112092627e-20	3.27597366233052e-19	DOWN
KRTCAP3	ENSG00000157992	1.13002854468791	2.16229543866953e-10	2.85137860044334e-10	UP
GALNT14	ENSG00000158089	1.81373388718203	2.3595713365153e-14	4.37295073948782e-14	UP
XDH	ENSG00000158125	1.67002965106065	5.77549154342101e-16	1.29847116667077e-15	UP
ESYT3	ENSG00000158220	-1.05280162264765	2.49776673303876e-14	4.61126166099463e-14	DOWN
TENT5B	ENSG00000158246	-2.2799024367204	6.50646619129415e-26	1.30129323825883e-24	DOWN
COLEC12	ENSG00000158270	-1.48222461294173	1.85712988952171e-15	3.91833998668316e-15	DOWN
RHBDL2	ENSG00000158315	1.46021123283926	1.3740030559226e-15	2.95418350209562e-15	UP
SHROOM4	ENSG00000158352	-1.3212037958014	1.30075932510777e-19	5.6503572493369e-19	DOWN
HIST1H2BD	ENSG00000158373	1.97861166104207	5.48114387656075e-15	1.09054883347115e-14	UP
CDC25C	ENSG00000158402	1.13214348623509	2.65986990042884e-17	7.34812979686815e-17	UP
HIST1H4H	ENSG00000158406	1.24714858378923	5.4713690002338e-09	6.47658969201535e-09	UP
ITLN2	ENSG00000158764	-3.92704546249158	2.36006696107124e-35	4.53132856525679e-32	DOWN
CDA	ENSG00000158825	1.49723839794773	6.89035410411814e-07	7.22922397809117e-07	UP
FCER1G	ENSG00000158869	-1.1659730685227	7.75259645457776e-10	9.72874849201916e-10	DOWN
CACHD1	ENSG00000158966	-1.09578007117458	1.2430380320415e-11	1.79176653267244e-11	DOWN
MIS18A	ENSG00000159055	1.02142867262807	1.36462340141602e-15	2.9373059761421e-15	UP
DONSON	ENSG00000159147	1.01774451698975	8.04425712469318e-17	2.03491089320302e-16	UP
LAD1	ENSG00000159166	1.75802288810431	2.93542346702607e-16	6.88999151184603e-16	UP
C1QC	ENSG00000159189	-1.20711809322235	6.77029307292802e-08	7.48357092689799e-08	DOWN
RCAN1	ENSG00000159200	-1.17039099008722	2.32868052478062e-14	4.32404894349979e-14	DOWN
CHAF1B	ENSG00000159259	1.08969531885391	8.65977530309211e-17	2.17913087574533e-16	UP
SCUBE1	ENSG00000159307	-1.7881097023938	3.20445114688891e-25	5.12712183502225e-24	DOWN
BTG2	ENSG00000159388	-1.38044069356296	5.92216506637847e-12	8.659982427606e-12	DOWN
CCDC17	ENSG00000159588	-1.07392110243668	1.13014007020126e-07	1.23498516493251e-07	DOWN
ACE	ENSG00000159640	-1.49844422985584	3.77799775287253e-19	1.49870985237918e-18	DOWN
LRRC36	ENSG00000159708	-2.19657227976772	1.36662748136069e-27	4.44733010883479e-26	DOWN
TPPP3	ENSG00000159713	-2.78845911651913	4.1862537373395e-19	1.64368244901674e-18	DOWN
AGRP	ENSG00000159723	-1.6810273385652	9.88879279063671e-20	4.44190288725544e-19	DOWN
CPAMD8	ENSG00000160111	-1.64584230658034	7.25443889459539e-17	1.85713635701642e-16	DOWN
CILP2	ENSG00000160161	1.57954337270838	4.1357519997838e-14	7.40731701453815e-14	UP
ABCG1	ENSG00000160179	-1.17601597593155	2.3123683685501e-17	6.44375510539359e-17	DOWN
TFF1	ENSG00000160182	1.83309572345931	5.01929589424131e-06	5.1124923697312e-06	UP
RSPH1	ENSG00000160188	-1.21058698556877	6.273405997839e-07	6.59274193533163e-07	DOWN
ST6GALNAC6	ENSG00000160408	-1.26645977931675	4.26914582391453e-24	5.12297498869744e-23	DOWN
TMEM190	ENSG00000160472	-1.69148068085464	4.71956393521128e-09	5.62480617976764e-09	DOWN
JAML	ENSG00000160593	-1.45516171880876	2.19177131184734e-17	6.17038257880775e-17	DOWN
TLCD1	ENSG00000160606	1.24186479459695	5.42990756191314e-15	1.08259839240636e-14	UP
FLAD1	ENSG00000160688	1.21422573381351	1.73575893512218e-18	5.89850823970725e-18	UP
PTH1R	ENSG00000160801	-1.13308524765751	4.16396420706684e-22	3.2631882765585e-21	DOWN
FGFR4	ENSG00000160867	-2.4213844639526	3.17533642745215e-21	1.94160698748666e-20	DOWN
HK3	ENSG00000160883	-1.59423065996601	1.00335469460666e-18	3.59501474172674e-18	DOWN
TONSL	ENSG00000160949	1.00686536394501	1.56080082282391e-15	3.32232547652096e-15	UP
RECQL4	ENSG00000160957	1.52580985178207	1.24100294398036e-17	3.61566866834945e-17	UP
SCGB3A1	ENSG00000161055	-2.53163451853105	2.26013880102488e-07	2.42971248486438e-07	DOWN
COX7A1	ENSG00000161281	-1.45445646415725	5.65723091171576e-18	1.73898409725854e-17	DOWN
CD300LG	ENSG00000161649	-1.91069240630451	5.96223438013555e-22	4.52469960864041e-21	DOWN
RACGAP1	ENSG00000161800	1.1842186812143	2.93157152404975e-12	4.37344003587841e-12	UP
GRASP	ENSG00000161835	-1.86983741684134	1.79432120900381e-26	4.00592642010152e-25	DOWN
SPC24	ENSG00000161888	1.32520828532593	1.63878472305147e-18	5.6388291545857e-18	UP
ALOX15	ENSG00000161905	-1.577774963576	6.39119414515609e-09	7.53752626455755e-09	DOWN
SCIMP	ENSG00000161929	-1.05913511620161	7.34029452242159e-15	1.4351696011252e-14	DOWN
BCL6B	ENSG00000161940	-1.28394666723472	2.64717329664465e-17	7.33415978291158e-17	DOWN
TNFSF13	ENSG00000161955	-1.06591360828573	1.29900354826745e-14	2.47184025041972e-14	DOWN
TEDC2	ENSG00000162062	1.15467417281988	1.06156955801271e-18	3.78147226601931e-18	UP
CCNF	ENSG00000162063	1.04041391843206	6.0068858426012e-17	1.56914568949582e-16	UP
PAQR4	ENSG00000162073	1.00788028405065	3.96204967915321e-14	7.13614951592323e-14	UP
ADCY9	ENSG00000162104	-1.02847409759733	1.23163071795534e-13	2.0945358533873e-13	DOWN
TAL1	ENSG00000162367	-1.3779632602956	1.71339228313334e-26	3.87025080425413e-25	DOWN
PLPP3	ENSG00000162407	-1.052707572692	6.49205688958301e-17	1.68215239244256e-16	DOWN
AK4	ENSG00000162433	1.46254132756888	1.45005875942687e-13	2.45080353705949e-13	UP
PDPN	ENSG00000162493	-1.09375238809091	7.50640615252846e-09	8.79871783446559e-09	DOWN
CAMK2N1	ENSG00000162545	-1.11977121481022	5.2409429559118e-10	6.70840698356711e-10	DOWN
ALPL	ENSG00000162551	-1.9731271751677	3.11587920988919e-10	4.0614311493464e-10	DOWN
GBP4	ENSG00000162654	-1.26649172740076	3.81060257264499e-09	4.57272308717399e-09	DOWN
ATF3	ENSG00000162772	-1.48040330085191	2.0163740531671e-10	2.66261222976674e-10	DOWN
C1orf115	ENSG00000162817	-1.52218363148004	2.73629659957856e-14	5.01939308602666e-14	DOWN
KIF26B	ENSG00000162849	1.73292468615169	1.01712708710105e-22	9.48001945259229e-22	UP
TFB2M	ENSG00000162851	1.1289260071832	2.45084807276501e-22	2.03706852801248e-21	UP
PKDCC	ENSG00000162878	-1.26201024182508	4.05203629780775e-14	7.2777452682796e-14	DOWN
PIGR	ENSG00000162896	-1.80786213036184	9.67392292722199e-06	9.82228028570398e-06	DOWN
SLC16A14	ENSG00000163053	1.25426065593261	4.66061327338511e-08	5.20860156280524e-08	UP
SPATA18	ENSG00000163071	-1.00119862070582	4.13845862878608e-07	4.38996716423717e-07	DOWN
NOSTRIN	ENSG00000163072	-1.25736137313592	6.19517248713008e-16	1.37989920827027e-15	DOWN
SGPP2	ENSG00000163082	1.34629892953713	1.0055873112848e-09	1.25209315023788e-09	UP
HPGDS	ENSG00000163106	-1.1491138327659	5.44040613808881e-12	7.9798164897865e-12	DOWN
C1QTNF7	ENSG00000163145	-1.30237021633403	2.05353772270795e-21	1.31865967478236e-20	DOWN
IVL	ENSG00000163207	1.2352978563883	9.54609982042999e-07	9.96114763870955e-07	UP
S100A12	ENSG00000163221	-1.0827404927431	1.0366754236768e-09	1.28913006053074e-09	DOWN
TGFA	ENSG00000163235	1.1957972781217	5.53726132506347e-12	8.10949027011584e-12	UP
C1orf189	ENSG00000163263	-1.21602300701604	1.76685547195004e-07	1.9124161495362e-07	DOWN
ALPP	ENSG00000163283	-1.03756268532197	4.38693044924799e-10	5.64159843439795e-10	DOWN
COL6A3	ENSG00000163359	1.48726215118129	9.71984936259195e-12	1.40633841568776e-11	UP
INAVA	ENSG00000163362	1.64252118622814	9.79890951457368e-18	2.90338059691072e-17	UP
NAXE	ENSG00000163382	1.00988636254121	3.47008665689705e-12	5.14881482321664e-12	UP
SLC15A2	ENSG00000163406	-1.52112635854616	8.5246536594807e-16	1.87055257442319e-15	DOWN
LMOD1	ENSG00000163431	-1.33497130273912	9.10174889640929e-14	1.56309104482163e-13	DOWN
CCT3	ENSG00000163468	1.38451970363687	1.71849368598376e-21	1.13385150415423e-20	UP
IHH	ENSG00000163501	-1.28985771498151	2.13596478784665e-16	5.09447502194481e-16	DOWN
TGFBR2	ENSG00000163513	-1.4562447301648	5.6394789287651e-21	3.24185615066736e-20	DOWN
MNDA	ENSG00000163563	-1.24624084778682	5.41970853451948e-13	8.59986808783256e-13	DOWN
AIM2	ENSG00000163568	1.62213279696346	5.58956230231299e-10	7.13087017969498e-10	UP
PTPN13	ENSG00000163629	-1.17092933766196	1.0405119723705e-09	1.29306342197499e-09	DOWN
DNASE1L3	ENSG00000163687	-1.90203843528093	1.75282728529973e-16	4.21205054790424e-16	DOWN
PCOLCE2	ENSG00000163710	-1.94860904802072	2.54806839641294e-21	1.60402994134847e-20	DOWN
CXCL3	ENSG00000163734	-1.15607175257694	4.77674799813153e-08	5.32908550634082e-08	DOWN
PPBP	ENSG00000163736	-1.44336993171356	1.7442819821124e-07	1.88996693321434e-07	DOWN
CPA3	ENSG00000163751	-1.75813284800247	8.65293333734577e-14	1.48867670319927e-13	DOWN
KIF15	ENSG00000163808	1.0293207424469	4.24768807111109e-14	7.58656846189143e-14	UP
CDCP1	ENSG00000163814	1.02971060335619	3.23213773673243e-11	4.52971128067611e-11	UP
CLEC3B	ENSG00000163815	-3.85464128468292	5.90036812826458e-30	4.19581733565482e-28	DOWN
KLF15	ENSG00000163884	-1.37678897775679	5.28232463612679e-13	8.40270364653143e-13	DOWN
RFC4	ENSG00000163918	1.19123673967505	1.9482650783139e-15	4.09263561308829e-15	UP
RPL39L	ENSG00000163923	1.73560194224611	5.75880734317923e-14	1.01161117098848e-13	UP
MELTF	ENSG00000163975	1.12555746934061	6.90868979363019e-09	8.13285371169219e-09	UP
S100P	ENSG00000163993	2.7486692522965	2.92318663773688e-08	3.30537004973782e-08	UP
EMCN	ENSG00000164035	-2.14684466424904	6.21333989615527e-27	1.59687134409754e-25	DOWN
CAMP	ENSG00000164047	-1.54904633820819	7.3842983564911e-20	3.43289415120167e-19	DOWN
POC1A	ENSG00000164087	1.02818002949948	1.62870447370803e-14	3.07484030434554e-14	UP
PRSS12	ENSG00000164099	-1.11671006787671	4.40698216331833e-09	5.25879785803057e-09	DOWN
MAD2L1	ENSG00000164109	1.40153530104526	5.11449271108465e-17	1.35445875934931e-16	UP
HPGD	ENSG00000164120	-1.24436281169987	1.8586695319585e-06	1.9175956482323e-06	DOWN
HHIP	ENSG00000164161	-2.31099593562761	1.00855653592415e-20	5.42416960497023e-20	DOWN
ITGA2	ENSG00000164171	1.41612325848793	6.61152762543822e-10	8.37896570352567e-10	UP
F2RL1	ENSG00000164251	1.07200021764515	6.81957813829816e-11	9.29942473404294e-11	UP
SCGB3A2	ENSG00000164265	-2.78484524953843	1.15281776769723e-08	1.33821651389279e-08	DOWN
SPINK1	ENSG00000164266	3.07522541400903	5.89823452678741e-11	8.08323361272793e-11	UP
GPX8	ENSG00000164294	1.23152978907799	1.62512251758216e-12	2.46464078495872e-12	UP
CITED2	ENSG00000164442	-1.05922867131754	4.46460062817932e-13	7.14931877072919e-13	DOWN
SFXN1	ENSG00000164466	1.28649576585306	2.0133990649534e-27	6.13607334081037e-26	UP
PI16	ENSG00000164530	-1.6897513922902	1.34896465127934e-15	2.90685985460868e-15	DOWN
PTTG1	ENSG00000164611	1.76287955631904	2.0181781880856e-21	1.30468084886342e-20	UP
BMPER	ENSG00000164619	-1.08564242953446	4.79164368572338e-16	1.08746523363935e-15	DOWN
SLC29A4	ENSG00000164638	1.2404098287654	3.18590944953868e-11	4.46818564142752e-11	UP
STEAP1	ENSG00000164647	2.25634334732732	1.11183275388216e-18	3.92411560193704e-18	UP
KIAA1324L	ENSG00000164659	-1.63399597142652	6.75554534333548e-20	3.17130734943866e-19	DOWN
FABP5	ENSG00000164687	-1.710297453656	1.0643967095994e-16	2.65408010705305e-16	DOWN
COL1A2	ENSG00000164692	1.71112606483592	1.48292191548601e-09	1.8263053737865e-09	UP
FNDC1	ENSG00000164694	1.80543613213908	2.8383452181282e-11	3.98947497716409e-11	UP
SOX17	ENSG00000164736	-1.56408303060442	7.99360009637009e-18	2.39808002891103e-17	DOWN
DLC1	ENSG00000164741	-2.09227977936816	4.32684093707965e-21	2.53278493877833e-20	DOWN
HNF4G	ENSG00000164749	1.10232709042862	1.55954327680383e-15	3.32232547652096e-15	UP
SBSPON	ENSG00000164764	-1.65243962897654	1.00155215341043e-25	1.84901936014234e-24	DOWN
GPR146	ENSG00000164849	-1.01143972905683	4.18444040814901e-21	2.47966839001423e-20	DOWN
GPER1	ENSG00000164850	-1.3272255015659	2.85320516595068e-15	5.89682876063004e-15	DOWN
TMEM184A	ENSG00000164855	1.50850549738876	2.32935371114185e-22	1.96156101990893e-21	UP
CA3	ENSG00000164879	-1.34470159163098	6.35099561635983e-15	1.24937618682488e-14	DOWN
CTHRC1	ENSG00000164932	3.39365473083617	8.16135563408949e-22	5.98084077001978e-21	UP
DCAF13	ENSG00000164934	1.01487285561473	9.35763302992661e-21	5.08970408426603e-20	UP
DCSTAMP	ENSG00000164935	-1.04172862474855	8.39712444373608e-12	1.21587322262242e-11	DOWN
C9orf24	ENSG00000164972	-1.80489046639876	4.95105451473463e-09	5.88608338593839e-09	DOWN
MAMDC2	ENSG00000165072	-2.28021338869395	1.15778680715274e-24	1.58782190695233e-23	DOWN
ALDH1A1	ENSG00000165092	-2.02009464217469	2.85102673512472e-13	4.67860797558929e-13	DOWN
SVEP1	ENSG00000165124	-1.27891923801038	4.47951693533332e-16	1.02024585004033e-15	DOWN
FBP1	ENSG00000165140	-1.79285520997394	7.7640207112406e-15	1.51339286960223e-14	DOWN
CYBB	ENSG00000165168	-1.09564012869698	5.25712380943063e-08	5.85480145829861e-08	DOWN
VEGFD	ENSG00000165197	-3.24519341135312	4.54965642695618e-27	1.24790576282227e-25	DOWN
CLDN3	ENSG00000165215	1.30756638678408	2.80016223876414e-06	2.87297744428299e-06	UP
MELK	ENSG00000165304	1.96138617211514	6.73753477075164e-18	2.0468460063043e-17	UP
OTUD1	ENSG00000165312	-1.75868037452106	1.87569328531203e-25	3.18701867946822e-24	DOWN
CFL2	ENSG00000165410	-1.0732887479033	1.13847332611117e-14	2.17933079375219e-14	DOWN
PGM2L1	ENSG00000165434	1.47295500468364	4.37706395203267e-19	1.71509444651076e-18	UP
SLC16A9	ENSG00000165449	1.00851982716389	2.72402532365438e-07	2.91534482799131e-07	UP
GJB2	ENSG00000165474	2.71594490850915	6.06316281342739e-19	2.31161484744681e-18	UP
SKA3	ENSG00000165480	1.29487339970569	8.33494386542227e-18	2.49269349246273e-17	UP
PKNOX2	ENSG00000165495	-1.21716989094827	4.07050461561176e-24	4.9153263282859e-23	DOWN
HPRT1	ENSG00000165704	1.02735023086252	9.04917629802511e-19	3.26586813763312e-18	UP
JCAD	ENSG00000165757	-1.56550263198035	1.94146715238409e-16	4.64211324106781e-16	DOWN
NDRG2	ENSG00000165795	-1.41434193238323	1.11049027638292e-17	3.26015493983976e-17	DOWN
